Source	Target	lang	xml	role	resp	name	Key	page
Durante (1853)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	347
Thouar (1861)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	349
Fontanella (1806)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	354
Fontanella (1806)	Apollodore	it				Apollod.	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	365
Fontanella (1806)	Apollodore	it				Apollod.	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	374
Fontanella (1806)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	376
Fontanella (1806)	Apollodore	it				Apollod.	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	380
Fontanella (1806)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	381
Durante (1853)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	384
Fontanella (1806)	Apollodore	it				Apollod.	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	397
Fontanella (1806)	Apollodore	it				Apollod.	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	403
Fontanella (1806)	Apollodore	it				Apollod.	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	411
Fontanella (1806)	Apollodore	it				Apollod.	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	420
Fontanella (1806)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	436
Fontanella (1806)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	437
Pescatori (1875)	Apollodore	it				Apollodoro	Apollodore d'Athènes (auteur prétendu ; 01..?-02..?)	487
Fontanella (1806)	Apollodore de Cyrène	it				Apollodoro Grammatico	Apollodore de Cyrène	232
Fontanella (1806)	Apollodore de Cyrène	it				Apollod. Cyren.	Apollodore de Cyrène	307
Fontanella (1806)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230 av. J.-C.)	17
Fontanella (1806)	Apollonios de Rhodes	it				Apollon.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	83
Fontanella (1806)	Apollonios de Rhodes	it				Apollonio di Rodi	Apollonios de Rhodes (0295?-0230 av. J.-C.)	113
Fontanella (1806)	Apollonios de Rhodes	it				Apollonio di Rodi	Apollonios de Rhodes (0295?-0230 av. J.-C.)	141
Benucci (1874)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230 av. J.-C.)	147
Benucci (1874)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230 av. J.-C.)	149
Benucci (1874)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230 av. J.-C.)	149
Fontanella (1806)	Apollonios de Rhodes	it				Apollonio di Rodi	Apollonios de Rhodes (0295?-0230 av. J.-C.)	160
Durante (1853)	Apollonios de Rhodes	it				Apoll. Rhod.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	172
Fontanella (1806)	Apollonios de Rhodes	it				Apollon.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	195
Fontanella (1806)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230 av. J.-C.)	195
Fontanella (1806)	Apollonios de Rhodes	it				Apollon. Rhod.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	198
Fontanella (1806)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230 av. J.-C.)	223
Fontanella (1806)	Apollonios de Rhodes	it				Apollon. Rhod.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	300
Fontanella (1806)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230 av. J.-C.)	304
Fontanella (1806)	Apollonios de Rhodes	it				Apollon.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	305
Pescatori (1875)	Apollonios de Rhodes	it				Apollonio Rodo	Apollonios de Rhodes (0295?-0230 av. J.-C.)	330
Fontanella (1806)	Apollonios de Rhodes	it				Apollon.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	376
Fontanella (1806)	Apollonios de Rhodes	it				Apollon. Rhod.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	420
Fontanella (1806)	Apollonios de Rhodes	it				Apollon.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	436
Fontanella (1806)	Apollonios de Rhodes	it				Apollon.	Apollonios de Rhodes (0295?-0230 av. J.-C.)	448
Testi (1831)	Apollonios de Rhodes	it				Apollonio	Apollonios de Rhodes (0295?-0230? av. J.-C.)	348
Durante (1853)	Appien	it				Appian.	Appien (0095?-0160?)	217
Benucci (1874)	Apulée	it	quote			Apulejo	Apulée (0125?-0180?)	6
Benucci (1874)	Apulée	it				Apulejo	Apulée (0125?-0180?)	209
Tomeo (1825)	Apulée	it				Apulejo	Apulée (0125?-0180?)	239
Fontanella (1806)	Apulée	it				Apulej.	Apulée (0125-0180?)	28
Benucci (1874)	Apulée	it				Apuleio	Apulée (0125-0180?)	48
Fontanella (1806)	Apulée	it				Apulej.	Apulée (0125-0180?)	48
Durante (1853)	Apulée	it				Apul.	Apulée (0125-0180?)	56
Thouar (1861)	Apulée	it				Apuleio	Apulée (0125-0180?)	78
Thouar (1861)	Apulée	it				Apuleio	Apulée (0125-0180?)	79
Thouar (1861)	Apulée	it				Apuleio	Apulée (0125-0180?)	79
Fontanella (1806)	Apulée	it				Apulej.	Apulée (0125-0180?)	90
Durante (1853)	Apulée	it				Apuleio	Apulée (0125-0180?)	177
Durante (1853)	Apulée	it				Apuleio	Apulée (0125-0180?)	202
Durante (1853)	Apulée	it				Apul.	Apulée (0125-0180?)	215
Pescatori (1874)	Apulée	it				Apuleio	Apulée (0125-0180?)	235
Fontanella (1806)	Apulée	it				Apul.	Apulée (0125-0180?)	249
Benucci (1874)	Apulée	it				Apulejo	Apulée (0125-0180?)	254
Benucci (1874)	Apulée	it				Apuleio	Apulée (0125-0180?)	264
Benucci (1874)	Apulée	it	quote			Apuleio	Apulée (0125-0180?)	265
Benucci (1874)	Apulée	it				Apuleio	Apulée (0125-0180?)	283
Benucci (1874)	Apulée	it				Apuleio	Apulée (0125-0180?)	284
Pescatori (1874)	Arago	it				Arago	Arago, François (1786-1853)	215
Fontanella (1806)	Aratus	it				Arat.	Aratus (0315?-0240? av. J.-C.)	162
Benucci (1874)	Aratus	it				Arato	Aratus (0315?-0240? av. J.-C.)	231
Fontanella (1806)	Aratus	it				Arat.	Aratus (0315?-0240? av. J.-C.)	375
Thouar (1861)	Arcésilas	it				Arcesilao di Paro	Arcésilas (0316?-0241 av. J.-C.)	393
Benucci (1874)	Archiloque	it				Archiloco	Archiloque (0712?-0664? av. J.-C.)	42
Benucci (1874)	Archiloque	it				Archilogo	Archiloque (0712?-0664? av. J.-C.)	144
Pescatori (1874)	Archytas de Tarente	it				Archita	Archytas de Tarente (0430?-0350? av. J.-C.)	153
Thouar (1861)	Arici	it	quote	translator		Arici	Arici, Cesare (1782-1836)	306
Pescatori (1874)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	7
Benucci (1874)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	29
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	30
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	40
Leoni (1855)	Ariosto	it	quote			l'Ariosto	Arioste, L' (1474-1533)	47
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	49
Pescatori (1874)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	49
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	50
Pescatori (1874)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	50
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	93
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	94
Pescatori (1874)	Ariosto	it	quote			Messer Lodovico	Arioste, L' (1474-1533)	94
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	98
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	115
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	115
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	128
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	131
Thouar (1861)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	133
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	143
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	146
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	146
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	156
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	159
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	159
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	162
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	163
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	189
Pescatori (1874)	Ariosto	it	quote			… una balena, la maggiore…	Arioste, L' (1474-1533)	190
Pescatori (1874)	Ariosto	it	quote			Tosto che l'Orca s'accosto, e scoperse…	Arioste, L' (1474-1533)	190
Pescatori (1874)	Ariosto	it	quote			E nel palato e nella lingua molle	Arioste, L' (1474-1533)	192
Pescatori (1874)	Ariosto	it				ariostesco	Arioste, L' (1474-1533)	193
Pescatori (1874)	Ariosto	it	quote			Dal dolor vinta, or sopra il mar si lancia…	Arioste, L' (1474-1533)	193
Pescatori (1874)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	204
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	205
Pescatori (1874)	Ariosto	it	quote			L'umana carne meglio gli sapeva	Arioste, L' (1474-1533)	206
Pescatori (1874)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	211
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	216
Pescatori (1874)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	238
Pescatori (1875)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	279
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	281
Pescatori (1875)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	313
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	322
Durante (1853)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	322
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	336
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	337
Pescatori (1875)	Ariosto	it	quote			Orl. Fur.	Arioste, L' (1474-1533)	337
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	338
Pescatori (1875)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	338
Pescatori (1875)	Ariosto	it	quote			Ariosto	Arioste, L' (1474-1533)	338
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	340
Durante (1853)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	364
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	380
Pescatori (1875)	Ariosto	it	quote			D'uom che si saggio era stimato prima	Arioste, L' (1474-1533)	422
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	466
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	470
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	470
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	473
Pescatori (1875)	Ariosto	it	quote			Passa gli Umbri e gli Etrusci, e a Roma scende…	Arioste, L' (1474-1533)	473
Pescatori (1875)	Ariosto	it				Ariosto	Arioste, L' (1474-1533)	497
Fontanella (1806)	Aristarque de Samos	it				Aristarch.	Aristarque de Samos (0320?-0250? av. J.-C.)	84
Durante (1853)	Aristide	it				Aristide	Aristide, Aelius (0117?-0189?)	92
Durante (1853)	Aristide	it				Aristide	Aristide, Aelius (0117?-0189?)	92
Fontanella (1806)	Aristide	it				Elio	Aristide, Aelius (0117?-0189?)	386
Fontanella (1806)	Aristophane	it				Aristoph.	Aristophane (0445?-0386? av. J.-C.)	45
Fontanella (1806)	Aristophane	it				Aristoph.	Aristophane (0445?-0386? av. J.-C.)	86
Durante (1853)	Aristophane	it				Aristoph.	Aristophane (0445?-0386? av. J.-C.)	100
Durante (1853)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	107
Durante (1853)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	126
Benucci (1874)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	132
Durante (1853)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	214
Fontanella (1806)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	223
Fontanella (1806)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	231
Fontanella (1806)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	244
Durante (1853)	Aristophane	it				Aristoph.	Aristophane (0445?-0386? av. J.-C.)	246
Durante (1853)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	254
Durante (1853)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	255
Fontanella (1806)	Aristophane	it				Aristoph.	Aristophane (0445?-0386? av. J.-C.)	340
Fontanella (1806)	Aristophane	it				Aristofane	Aristophane (0445?-0386? av. J.-C.)	360
Benucci (1874)	Aristote	it				Aristotile	Aristote (0384-0322 av. J.-C.)	89
Durante (1853)	Aristote	it				Aristotele	Aristote (0384-0322 av. J.-C.)	138
Durante (1853)	Aristote	it				Aristot.	Aristote (0384-0322 av. J.-C.)	154
Durante (1853)	Aristote	it				Aristotele	Aristote (0384-0322 av. J.-C.)	154
Fontanella (1806)	Aristote	it				Aristot.	Aristote (0384-0322 av. J.-C.)	220
Pescatori (1874)	Aristote	it				Aristotele	Aristote (0384-0322 av. J.-C.)	234
Pescatori (1874)	Aristote	it				Aristotele	Aristote (0384-0322 av. J.-C.)	234
Durante (1853)	Aristote	it				Aristotele	Aristote (0384-0322 av. J.-C.)	260
Durante (1853)	Aristote	it				Aristotele	Aristote (0384-0322 av. J.-C.)	264
Durante (1853)	Aristote	it				Aristotele	Aristote (0384-0322 av. J.-C.)	284
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	10
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	11
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	46
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	47
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	70
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	70
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	71
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	71
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	122
Fontanella (1806)	Arnobe	it				Arnobio	Arnobe l'Ancien (02..-03.. ; rhéteur)	122
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	162
Fontanella (1806)	Arnobe	it				Arnobio	Arnobe l'Ancien (02..-03.. ; rhéteur)	163
Durante (1853)	Arnobe	it				Arnobio	Arnobe l'Ancien (02..-03.. ; rhéteur)	185
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	285
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	386
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	424
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	449
Fontanella (1806)	Arnobe	it				Arnob.	Arnobe l'Ancien (02..-03.. ; rhéteur)	449
Benucci (1874)	Arrien	it				Arriano	Arrien (0095?-0175?)	234
Benucci (1874)	Athanase	it				S. Atanagio	Athanase (saint ; 0295?-0373)	14
Fontanella (1806)	Athénagore	it				Athenag.	Athénagore (0133?-0190?)	397
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	22
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	25
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	25
Benucci (1874)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	42
Leoni (1855)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	45
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	63
Durante (1853)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	70
Benucci (1874)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	88
Durante (1853)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	108
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	110
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	114
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	148
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	159
Durante (1853)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	180
Durante (1853)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	183
Durante (1853)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	185
Durante (1853)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	185
Durante (1853)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	185
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	188
Benucci (1874)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	221
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	221
Benucci (1874)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	222
Benucci (1874)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	232
Benucci (1874)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	234
Benucci (1874)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	235
Durante (1853)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	256
Durante (1853)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	268
Fontanella (1806)	Athénée	it				Ateneo	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	299
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	315
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	319
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	320
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	342
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	371
Fontanella (1806)	Athénée	it				Athen.	Athénée (rhéteur ; rhéteur ; 01..?-02..?)	432
Fontanella (1806)	Athénion	it				Atenione	Athénion (02..?-02..? av. J.-C.)	136
Thouar (1861)	Athénodore de Rhodes	it				Atenodoro	Athénodore de Rhodes (00..-00..)	291
Testi (1831)	Athénodore de Rhodes	it				Atenodoro	Athénodore de Rhodes (00..-00..)	427
Pescatori (1874)	Aubry de Trois-Fontaines	it				Ibis, redibis, non, in bello morieris	Aubry de Trois-Fontaines (12..-12..)	244
Leoni (1855)	Augustin	it				Divi Augusti	Augustin (saint ; 05..?-0604?)	10
Leoni (1855)	Augustin	it				Agostino	Augustin (saint ; 05..?-0604?)	14
Leoni (1855)	Augustin	it				S. Agostino	Augustin (saint ; 05..?-0604?)	14
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	20
Leoni (1855)	Augustin	it				Divi Augusti	Augustin (saint ; 05..?-0604?)	21
Leoni (1855)	Augustin	it				L'Agostino	Augustin (saint ; 05..?-0604?)	23
Leoni (1855)	Augustin	it				Divi Augusti	Augustin (saint ; 05..?-0604?)	25
Leoni (1855)	Augustin	it				L'Agostino	Augustin (saint ; 05..?-0604?)	30
Leoni (1855)	Augustin	it	quote			L'Agostino	Augustin (saint ; 05..?-0604?)	31
Durante (1853)	Augustin	it				S. August.	Augustin (saint ; 05..?-0604?)	32
Leoni (1855)	Augustin	it	quote			Agostino	Augustin (saint ; 05..?-0604?)	39
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	46
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	47
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	47
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	55
Durante (1853)	Augustin	it				August.	Augustin (saint ; 05..?-0604?)	62
Benucci (1874)	Augustin	it				S. Agostino	Augustin (saint ; 05..?-0604?)	68
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	70
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	70
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	70
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	70
Fontanella (1806)	Augustin	it				Aug.	Augustin (saint ; 05..?-0604?)	70
